wavelength,24
400,0.035
405,0.035
410,0.036
415,0.036
420,0.036
425,0.036
430,0.036
435,0.036
440,0.035
445,0.035
450,0.035
455,0.035
460,0.035
465,0.035
470,0.035
475,0.035
480,0.034
485,0.034
490,0.034
495,0.034
500,0.034
505,0.034
510,0.034
515,0.034
520,0.034
525,0.034
530,0.034
535,0.034
540,0.034
545,0.034
550,0.034
555,0.034
560,0.033
565,0.033
570,0.033
575,0.033
580,0.033
585,0.033
590,0.033
595,0.033
600,0.033
605,0.033
610,0.033
615,0.033
620,0.033
625,0.033
630,0.033
635,0.033
640,0.033
645,0.033
650,0.033
655,0.033
660,0.033
665,0.033
670,0.033
675,0.033
680,0.033
685,0.033
690,0.032
695,0.032
700,0.032
